source_db_id;source_schema_name;source_table_name;target_db_id;target_schema_name;target_table_name;source_insert_id_colname;source_last_updated_on_colname;is_static_support_table;can_insert_rows;can_update_rows;can_delete_rows;mirror_algorithm_id;mirror_tables;compare_tables;mark_rows_for_deletion_algorithm_id;delete_marked_rows_algorithm_id;mark_rows_for_deletion;delete_marked_rows;row_can_be_deleted_from_seconds;can_delete_row_schema_name;can_delete_row_table_name;delete_marked_rows_table_order
2;public;road_sections;10;obo;;road_section_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;road_segments;10;obo;;road_segment_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;roads;10;obo;;road_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;roadside_received_data_tracking;10;obo;;rrdt_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;roi_producer;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;roi_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_alpr_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_cc_axles_check;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_cc_dsrc_check;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_cc_lpn_check;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_non_compliance_reason;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;rse_passage_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;scheme_compliance_category;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;scheme_compliance_sub_category;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;scheme_liability_category;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;scheme_tz;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;security_authentication_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;security_realms;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;security_roles;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;servicehost_restreq_errors;10;obo;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;sid_register;10;obo;;sid;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;sid_roles;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_code_map_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_event_queue;10;obo;;status_list_event_queue_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;status_list_event_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_publish_status;10;obo;;;last_published_timestamp;N;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_reason_code;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;status_list_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_data;10;obo;;tariff_scheme_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_exception_register;10;obo;;tser_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_exception_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_exception_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_source;10;obo;;tariff_scheme_source_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_validity;10;obo;;tariff_scheme_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;tariff_scheme_work_buffer;10;obo;;tswb_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;toll_declaration_publishing_queue;10;obo;;tdpq_id;completed_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;tollcalculator_restreq_tracking;10;obo;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;tollcalculator_restreq_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;tollcalculator_restres_error_details;10;obo;;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;tollcalculator_restres_subcode;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;topology_restreq_tracking;10;obo;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;topology_restreq_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;topology_restres_error_details;10;obo;;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;topology_restres_subcode;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;topology_road_section_control_points;10;obo;;toporscp_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;topology_road_sections;10;obo;;toporsec_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;topology_road_segments;10;obo;;toporseg_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_publishing_queue;10;obo;;tapq_id;completed_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_register;10;obo;;tar_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_subtype;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;transaction_adjustment_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;transactionadjustment_restreq_tracking;10;obo;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;transactionadjustment_restreq_type;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;transactionadjustment_restres_error_details;10;obo;;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;transactionadjustment_restres_subcode;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;vat_scheme_data;10;obo;;vat_scheme_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;vat_scheme_source;10;obo;;vat_scheme_source_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;vat_scheme_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;vat_scheme_validity;10;obo;;vat_scheme_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;vehicle_data_actionlist_matches;10;obo;;vdalm_id;lookup_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;vehicle_register;10;obo;;vehicle_register_id;last_seen_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;vehicle_register_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;wepe_status;10;obo;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
2;public;workflow_engine_active_workflows;10;obo;;weawf_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;workflow_engine_processing_exceptions;10;obo;;wepe_id;requeued_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;workflow_engine_workflow_history;10;obo;;wewfh_id;workflow_completion_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
2;public;workflow_engine_workflow_step_history;10;obo;;wewfsh_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;workflow_register;10;obo;;workflow_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
2;public;workflow_step_register;10;obo;;workflow_step_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;country;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;cso_reference_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;database_patch_log;10;odms;;database_patch_log_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;datamodel_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;datamodel_version_tracking;10;odms;;dmvt_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
4;public;datamodels;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;engineering_data;10;odms;;engineering_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;engineering_data_links;10;odms;;engineering_data_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;engineering_data_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;history_datamodel_version_tracking;10;odms;;history_event_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
4;public;history_event_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;history_managed_process_versions;10;odms;;history_event_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
4;public;java_exception_data;10;odms;;jed_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;java_exception_data_links;10;odms;;java_exception_data_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;managed_process_control;10;odms;;mpc_id;heartbeat_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
4;public;managed_process_register;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;managed_process_versions;10;odms;;mpv_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
4;public;mex_event_category;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;odms_api_request_tracking;10;odms;;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;odms_api_request_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;odms_personalisation_data;10;odms;;odmspd_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;odms_personalisation_register;10;odms;;odmspr_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;odms_qpertino_event_tracking;10;odms;;odmsqpevnt_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;odms_rest_response_error_details;10;odms;;orred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;odms_rest_response_subcode;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;odms_session_completion_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;odms_session_status;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;odms_session_tracking;10;odms;;session_tracking_id;session_end_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
4;public;odms_session_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;process_state;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;property_collection_data;10;odms;;property_collection_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;property_collection_links;10;odms;;property_collection_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;property_collections;10;odms;;property_collection_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
4;public;qpertino_event_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;security_authentication_type;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;security_realms;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;security_roles;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
4;public;sid_register;10;odms;;sid;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
4;public;sid_roles;10;odms;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;alarm_action_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;alarm_actions;10;mon;;alarm_action_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;alarm_event_publishing_queue;10;mon;;aepq_id;publishing_queue_status_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;alarm_events;10;mon;;alarm_event_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;alarm_priority;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;alarm_severity;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;alarm_state;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;alarm_status;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;alarms;10;mon;;alarm_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;check_operation;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;country;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;cso_reference_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;data_collection_source;10;mon;;dcs_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;database_patch_log;10;mon;;database_patch_log_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;datamodel_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;datamodel_version_tracking;10;mon;;dmvt_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;datamodels;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;datasource_status;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;datasource_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;engineering_data;10;mon;;engineering_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;engineering_data_links;10;mon;;engineering_data_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;engineering_data_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;filter_thresholds;10;mon;;filter_threshold_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;history_datamodel_version_tracking;10;mon;;history_event_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;history_event_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;history_managed_process_versions;10;mon;;history_event_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;java_exception_data;10;mon;;jed_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;java_exception_data_links;10;mon;;java_exception_data_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;managed_object_children;10;mon;;moc_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;managed_object_class;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;managed_object_data;10;mon;;managed_object_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;managed_object_data_sources;10;mon;;mods_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;managed_object_data_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;managed_object_domain;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;managed_object_environment;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;managed_object_state;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;managed_object_state_event_publishing_queue;10;mon;;aepq_id;publishing_queue_status_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;managed_object_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;managed_objects;10;mon;;managed_object_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;managed_process_control;10;mon;;mpc_id;heartbeat_timestamp;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;managed_process_register;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;managed_process_versions;10;mon;;mpv_id;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;measurement_data;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;mex_dedupe_pool_oboems_control_msg;10;mon;;pool_item_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;mex_dedupe_pool_oboems_events;10;mon;;pool_item_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;mex_event_category;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;mex_track_oboems_control_msg;10;mon;;mex_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;mex_track_oboems_events;10;mon;;mex_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;moc_allowed_child_classes;10;mon;;mocacc_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;netxms_alarms;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;notification_extended_data;10;mon;;ned_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;notification_level;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;notifications;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;process_state;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;property_collection_data;10;mon;;property_collection_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;property_collection_links;10;mon;;property_collection_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;property_collections;10;mon;;property_collection_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;;;
6;public;publishing_queue_status;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;security_authentication_type;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;security_realms;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;security_roles;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
6;public;sid_register;10;mon;;sid;last_updated_on;N;Y;Y;N;2;Y;Y;0;0;N;N;;;;
6;public;sid_roles;10;mon;;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;;;
