source_db_id;source_schema_name;source_table_name;target_db_id;target_schema_name;target_table_name;source_insert_id_colname;source_last_updated_on_colname;is_static_support_table;can_insert_rows;can_update_rows;can_delete_rows;update_target_table_algorithm_id;update_target_table;compare_target_table;mark_rows_for_deletion_algorithm_id;delete_marked_rows_algorithm_id;mark_rows_for_deletion;delete_marked_rows;row_can_be_deleted_from_seconds;can_delete_row_schema_name;can_delete_row_table_name;delete_marked_rows_table_order;source_db_etl_state_register_schema_name;source_db_etl_state_register_table_name
2;public;road_scheme_source;10;public;obo__road_scheme_source;road_scheme_source_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;road_scheme_status;10;public;obo__road_scheme_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;road_scheme_validity;10;public;obo__road_scheme_validity;road_scheme_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;road_sections;10;public;obo__road_sections;road_section_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;road_segments;10;public;obo__road_segments;road_segment_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;roads;10;public;obo__roads;road_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;roadside_received_data_tracking;10;public;obo__roadside_received_data_tracking;rrdt_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;roi_producer;10;public;obo__roi_producer;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;roi_type;10;public;obo__roi_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;rse_alpr_status;10;public;obo__rse_alpr_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;rse_cc_axles_check;10;public;obo__rse_cc_axles_check;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;rse_cc_dsrc_check;10;public;obo__rse_cc_dsrc_check;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;rse_cc_lpn_check;10;public;obo__rse_cc_lpn_check;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;rse_non_compliance_reason;10;public;obo__rse_non_compliance_reason;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;rse_passage_type;10;public;obo__rse_passage_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;scheme_compliance_category;10;public;obo__scheme_compliance_category;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;scheme_compliance_sub_category;10;public;obo__scheme_compliance_sub_category;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;scheme_liability_category;10;public;obo__scheme_liability_category;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;scheme_tz;10;public;obo__scheme_tz;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;security_authentication_type;10;public;obo__security_authentication_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;security_realms;10;public;obo__security_realms;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;security_roles;10;public;obo__security_roles;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;servicehost_restreq_errors;10;public;obo__servicehost_restreq_errors;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;sid_register;10;public;obo__sid_register;sid;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;sid_roles;10;public;obo__sid_roles;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;status_list_code_map_type;10;public;obo__status_list_code_map_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;status_list_event_queue;10;public;obo__status_list_event_queue;status_list_event_queue_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;status_list_event_type;10;public;obo__status_list_event_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;status_list_publish_status;10;public;obo__status_list_publish_status;;last_published_timestamp;N;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;status_list_reason_code;10;public;obo__status_list_reason_code;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;status_list_type;10;public;obo__status_list_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tariff_scheme_data;10;public;obo__tariff_scheme_data;tariff_scheme_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tariff_scheme_exception_register;10;public;obo__tariff_scheme_exception_register;tser_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tariff_scheme_exception_status;10;public;obo__tariff_scheme_exception_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tariff_scheme_exception_type;10;public;obo__tariff_scheme_exception_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tariff_scheme_source;10;public;obo__tariff_scheme_source;tariff_scheme_source_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tariff_scheme_status;10;public;obo__tariff_scheme_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tariff_scheme_validity;10;public;obo__tariff_scheme_validity;tariff_scheme_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;toll_declaration_publishing_queue;10;public;obo__toll_declaration_publishing_queue;tdpq_id;completed_timestamp;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tollcalculator_restreq_tracking;10;public;obo__tollcalculator_restreq_tracking;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tollcalculator_restreq_type;10;public;obo__tollcalculator_restreq_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tollcalculator_restres_error_details;10;public;obo__tollcalculator_restres_error_details;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;tollcalculator_restres_subcode;10;public;obo__tollcalculator_restres_subcode;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;topology_restreq_tracking;10;public;obo__topology_restreq_tracking;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;topology_restreq_type;10;public;obo__topology_restreq_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;topology_restres_error_details;10;public;obo__topology_restres_error_details;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;topology_restres_subcode;10;public;obo__topology_restres_subcode;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;topology_road_section_control_points;10;public;obo__topology_road_section_control_points;toporscp_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;topology_road_sections;10;public;obo__topology_road_sections;toporsec_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;topology_road_segments;10;public;obo__topology_road_segments;toporseg_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transaction_adjustment_publishing_queue;10;public;obo__transaction_adjustment_publishing_queue;tapq_id;completed_timestamp;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transaction_adjustment_register;10;public;obo__transaction_adjustment_register;tar_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transaction_adjustment_status;10;public;obo__transaction_adjustment_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transaction_adjustment_subtype;10;public;obo__transaction_adjustment_subtype;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transaction_adjustment_type;10;public;obo__transaction_adjustment_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transactionadjustment_restreq_tracking;10;public;obo__transactionadjustment_restreq_tracking;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transactionadjustment_restreq_type;10;public;obo__transactionadjustment_restreq_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transactionadjustment_restres_error_details;10;public;obo__transactionadjustment_restres_error_details;rred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;transactionadjustment_restres_subcode;10;public;obo__transactionadjustment_restres_subcode;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;vat_scheme_data;10;public;obo__vat_scheme_data;vat_scheme_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;vat_scheme_source;10;public;obo__vat_scheme_source;vat_scheme_source_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;vat_scheme_status;10;public;obo__vat_scheme_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;vat_scheme_validity;10;public;obo__vat_scheme_validity;vat_scheme_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;vehicle_data_actionlist_matches;10;public;obo__vehicle_data_actionlist_matches;vdalm_id;lookup_timestamp;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;vehicle_register;10;public;obo__vehicle_register;vehicle_register_id;last_seen_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;vehicle_register_status;10;public;obo__vehicle_register_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;wepe_status;10;public;obo__wepe_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;workflow_engine_active_workflows;10;public;obo__workflow_engine_active_workflows;weawf_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;workflow_engine_processing_exceptions;10;public;obo__workflow_engine_processing_exceptions;wepe_id;requeued_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;workflow_engine_workflow_history;10;public;obo__workflow_engine_workflow_history;wewfh_id;workflow_completion_timestamp;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;workflow_engine_workflow_step_history;10;public;obo__workflow_engine_workflow_step_history;wewfsh_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;workflow_register;10;public;obo__workflow_register;workflow_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
2;public;workflow_step_register;10;public;obo__workflow_step_register;workflow_step_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;country;10;public;odms__country;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;cso_reference_type;10;public;odms__cso_reference_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;database_patch_log;10;public;odms__database_patch_log;database_patch_log_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;datamodel_type;10;public;odms__datamodel_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;datamodel_version_tracking;10;public;odms__datamodel_version_tracking;dmvt_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;datamodels;10;public;odms__datamodels;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;db_object_size_statistics;10;public;odms__db_object_size_statistics;doss_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;db_size_statistics;10;public;odms__db_size_statistics;dss_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;engineering_data;10;public;odms__engineering_data;engineering_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;engineering_data_links;10;public;odms__engineering_data_links;engineering_data_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;engineering_data_type;10;public;odms__engineering_data_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;history_datamodel_version_tracking;10;public;odms__history_datamodel_version_tracking;history_event_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;history_event_type;10;public;odms__history_event_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;history_managed_process_versions;10;public;odms__history_managed_process_versions;history_event_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;java_exception_data;10;public;odms__java_exception_data;jed_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;java_exception_data_links;10;public;odms__java_exception_data_links;java_exception_data_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;managed_process_control;10;public;odms__managed_process_control;mpc_id;heartbeat_timestamp;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;managed_process_register;10;public;odms__managed_process_register;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;managed_process_versions;10;public;odms__managed_process_versions;mpv_id;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;mex_event_category;10;public;odms__mex_event_category;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_api_request_tracking;10;public;odms__odms_api_request_tracking;request_tracking_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_api_request_type;10;public;odms__odms_api_request_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_personalisation_data;10;public;odms__odms_personalisation_data;odmspd_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_personalisation_register;10;public;odms__odms_personalisation_register;odmspr_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_qpertino_event_tracking;10;public;odms__odms_qpertino_event_tracking;odmsqpevnt_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_rest_response_error_details;10;public;odms__odms_rest_response_error_details;orred_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_rest_response_subcode;10;public;odms__odms_rest_response_subcode;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_session_completion_type;10;public;odms__odms_session_completion_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_session_status;10;public;odms__odms_session_status;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_session_tracking;10;public;odms__odms_session_tracking;session_tracking_id;session_end_timestamp;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;odms_session_type;10;public;odms__odms_session_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;process_state;10;public;odms__process_state;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;property_collection_data;10;public;odms__property_collection_data;property_collection_data_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;property_collection_links;10;public;odms__property_collection_links;property_collection_link_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;property_collections;10;public;odms__property_collections;property_collection_id;;N;Y;N;N;1;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;qpertino_event_type;10;public;odms__qpertino_event_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;security_authentication_type;10;public;odms__security_authentication_type;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;security_realms;10;public;odms__security_realms;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;security_roles;10;public;odms__security_roles;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;sid_register;10;public;odms__sid_register;sid;last_updated_on;N;Y;Y;N;6;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
4;public;sid_roles;10;public;odms__sid_roles;;;Y;Y;Y;N;4;Y;Y;0;0;N;N;;<null>;<null>;;public;dwh_etl_state_register
